"Entrez","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Symbol"
"10763","ENSG00000132688",9.348,9.988,9.668,-0.993,6.156e-09,3.33e-07,"NES"
"2166","ENSG00000117480",7.079,6.988,7.034,0.87,6.485e-09,3.498e-07,"FAAH"
"400451","ENSG00000185442",7.729,7.409,7.569,0.95,7.278e-09,3.914e-07,"FAM174B"
"2768","ENSG00000146535",11.762,11.375,11.569,-0.576,8.033e-09,4.306e-07,"GNA12"
"677843","ENSG00000221643",6.284,6.238,6.261,0.943,8.983e-09,4.787e-07,"SNORA77"
"51477","ENSG00000105655",7.682,8.074,7.878,-1.13,9.496e-09,5.045e-07,"ISYNA1"
"347735","ENSG00000168528",10.948,10.621,10.784,0.709,9.865e-09,5.225e-07,"SERINC2"
"653316","ENSG00000204677",6.334,6.302,6.318,0.791,1.021e-08,5.375e-07,"FAM153C"
"79813","ENSG00000181090",9.912,10.039,9.975,-3.152,1.027e-08,5.39e-07,"EHMT1"
"203238","ENSG00000164989",7.43,7.755,7.592,-1.123,1.104e-08,5.778e-07,"CCDC171"
"100506869","ENSG00000258231",6.378,6.476,6.427,1.176,1.111e-08,5.799e-07,"AC020637.1"
"7538","ENSG00000128016",10.883,10.586,10.735,1.645,1.176e-08,6.116e-07,"ZFP36"
"5783","ENSG00000163629",11.087,11.479,11.283,3.094,1.181e-08,6.128e-07,"PTPN13"
"23043","ENSG00000154310",9.211,10.225,9.718,0.988,1.23e-08,6.342e-07,"TNIK"
"27350","ENSG00000244509",10.561,10.907,10.734,-1.894,1.238e-08,6.366e-07,"APOBEC3C"
"5096","ENSG00000114054",8.874,9.12,8.997,1.062,1.247e-08,6.395e-07,"PCCB"
"3177","ENSG00000174669",6.737,6.901,6.819,2.249,1.253e-08,6.406e-07,"SLC29A2"
"102724788","ENSG00000277196",7.489,6.22,6.855,-0.464,1.352e-08,6.89e-07,"AC007325.2"
"11167","ENSG00000163430",16.406,15.6,16.003,0.506,1.411e-08,7.174e-07,"FSTL1"
"283104","ENSG00000246273",9.073,8.356,8.715,1.225,1.555e-08,7.878e-07,"SBF2-AS1"
"51","ENSG00000161533",9.879,10.01,9.945,-0.558,1.602e-08,8.098e-07,"ACOX1"
"6462","ENSG00000129214",6.857,7.129,6.993,-1.269,1.644e-08,8.286e-07,"SHBG"
"100506658","ENSG00000197822",7.436,7.392,7.414,1.114,1.705e-08,8.568e-07,"OCLN"
"8226","ENSG00000130021",8.805,8.716,8.761,-1.874,1.712e-08,8.577e-07,"PUDP"
"727956","ENSG00000242086",9.473,9.619,9.546,1.352,1.872e-08,9.327e-07,"MUC20-OT1"
"178","ENSG00000162688",10.203,9.837,10.02,-0.837,1.895e-08,9.411e-07,"AGL"
"253018","ENSG00000206344",6.707,6.821,6.764,0.959,1.906e-08,9.414e-07,"HCG27"
"813","ENSG00000128595",14.641,14.566,14.604,0.902,1.944e-08,9.578e-07,"CALU"
"100132273","ENSG00000237037",7.589,7.885,7.737,-0.849,2.302e-08,1.125e-06,"NDUFA6-DT"
"343637","ENSG00000101282",6.23,6.311,6.27,2.573,2.308e-08,1.125e-06,"RSPO4"
"11101","ENSG00000107669",9.373,9.46,9.417,-2.495,2.479e-08,1.205e-06,"ATE1"
"55972","ENSG00000075303",8.333,8.589,8.461,-1.448,2.505e-08,1.214e-06,"SLC25A40"
"30061","ENSG00000138449",12.824,12.611,12.717,-0.672,2.528e-08,1.222e-06,"SLC40A1"
"55809","ENSG00000124496",8.904,9.522,9.213,1.278,2.57e-08,1.239e-06,"TRERF1"
"10085","ENSG00000164176",11.378,11.364,11.371,1.395,2.668e-08,1.279e-06,"EDIL3"
"51244","ENSG00000154781",9.003,9.11,9.057,1.135,2.696e-08,1.289e-06,"CCDC174"
"8974","ENSG00000072682",11.846,12.143,11.994,-0.41,3.041e-08,1.449e-06,"P4HA2"
"129852","ENSG00000177994",6.233,6.376,6.305,0.921,3.081e-08,1.465e-06,"C2orf73"
"80129","ENSG00000120262",7.915,7.765,7.84,-0.726,3.208e-08,1.517e-06,"CCDC170"
"6835","ENSG00000148291",7.98,7.936,7.958,2.427,3.346e-08,1.578e-06,"SURF2"
"101927974","ENSG00000241764",6.854,6.823,6.839,1.287,3.551e-08,1.661e-06,"AC002467.1"
"28976","ENSG00000177646",9.373,9.408,9.391,0.662,3.543e-08,1.661e-06,"ACAD9"
"7048","ENSG00000163513",14.251,12.791,13.521,0.855,3.743e-08,1.742e-06,"TGFBR2"
"100507404","ENSG00000224533",6.589,6.758,6.674,0.675,3.735e-08,1.742e-06,"TMLHE-AS1"
"58489","ENSG00000136379",9.481,9.085,9.283,-0.539,3.755e-08,1.743e-06,"ABHD17C"
"400043","ENSG00000250742",7.678,7.667,7.673,1.754,3.841e-08,1.778e-06,"LINC02381"
"113612","ENSG00000155016",10.582,10.358,10.47,0.521,4.005e-08,1.844e-06,"CYP2U1"
"204010","ENSG00000241749",7.24,7.034,7.137,1.816,4.252e-08,1.943e-06,"RPSAP52"
"55722","ENSG00000112877",6.79,6.977,6.883,0.814,4.344e-08,1.98e-06,"CEP72"
"23705","ENSG00000182985",7.393,8.092,7.742,0.557,4.538e-08,2.063e-06,"CADM1"
"8744","ENSG00000125657",6.57,6.915,6.743,-2.669,4.848e-08,2.185e-06,"TNFSF9"
"3590","ENSG00000137070",9.103,9.293,9.198,2.285,4.856e-08,2.185e-06,"IL11RA"
"146705","ENSG00000167302",9.045,8.769,8.907,5.072,4.909e-08,2.203e-06,"TEPSIN"
"126823","ENSG00000162755",6.738,6.73,6.734,1.543,4.925e-08,2.205e-06,"KLHDC9"
"867","ENSG00000110395",10.157,9.841,9.999,1.04,5.142e-08,2.296e-06,"CBL"
"59339","ENSG00000169499",10.362,10.095,10.228,-3.05,5.401e-08,2.399e-06,"PLEKHA2"
"4287","ENSG00000066427",9.05,9.054,9.052,2.634,5.601e-08,2.482e-06,"ATXN3"
"100271715","ENSG00000214694",6.876,6.899,6.887,-0.831,5.834e-08,2.573e-06,"ARHGEF33"
"54892","ENSG00000146918",8.653,8.649,8.651,-0.641,6.438e-08,2.824e-06,"NCAPG2"
"4539","ENSG00000212907",12.974,12.825,12.9,3.121,6.511e-08,2.849e-06,"MT-ND4L"
"1432","ENSG00000112062",10.554,10.359,10.456,-0.727,7.464e-08,3.243e-06,"MAPK14"
"7879","ENSG00000075785",12.956,13.006,12.981,-1.383,7.665e-08,3.322e-06,"RAB7A"
"56949","ENSG00000076924",9.768,9.762,9.765,0.707,7.782e-08,3.356e-06,"XAB2"
"1407","ENSG00000008405",8.677,8.676,8.677,0.499,7.765e-08,3.356e-06,"CRY1"
"6248","ENSG00000215695",6.905,7.176,7.041,-1.817,7.979e-08,3.432e-06,"RSC1A1"
"23263","ENSG00000126217",6.282,6.524,6.403,1.823,8.034e-08,3.448e-06,"MCF2L"
"2273","ENSG00000022267",13.566,13.083,13.325,1.134,8.335e-08,3.56e-06,"FHL1"
"7046","ENSG00000106799",11.781,11.813,11.797,3.354,8.445e-08,3.591e-06,"TGFBR1"
"54970","ENSG00000149292",8.287,8.393,8.34,0.968,8.45e-08,3.591e-06,"TTC12"
"201725","ENSG00000205208",8.863,9.911,9.387,0.5,8.719e-08,3.696e-06,"C4orf46"
"5270","ENSG00000135919",12.774,13.424,13.099,0.709,9.141e-08,3.857e-06,"SERPINE2"
"642273","ENSG00000184731",6.277,6.328,6.303,-0.511,9.642e-08,4.055e-06,"FAM110C"
"8743","ENSG00000121858",8.131,8.813,8.472,-1.28,9.824e-08,4.106e-06,"TNFSF10"
"5873","ENSG00000069974",9.784,9.58,9.682,0.453,1.009e-07,4.206e-06,"RAB27A"
"9358","ENSG00000198542",12.459,11.481,11.97,1.078,1.025e-07,4.263e-06,"ITGBL1"
"219333","ENSG00000152484",10.147,9.676,9.912,-2.45,1.125e-07,4.656e-06,"USP12"
"79258","ENSG00000142606",6.258,6.411,6.335,1.156,1.127e-07,4.656e-06,"MMEL1"
"901","ENSG00000138764",10.524,10.591,10.558,-1.432,1.154e-07,4.755e-06,"CCNG2"
"6522","ENSG00000164889",11.223,10.914,11.069,-1.187,1.178e-07,4.842e-06,"SLC4A2"
"10724","ENSG00000198408",11.807,11.528,11.667,0.719,1.204e-07,4.94e-06,"OGA"
"100131755","ENSG00000196440",8.542,8.734,8.638,0.76,1.211e-07,4.954e-06,"ARMCX4"
"7597","ENSG00000089775",8.692,8.725,8.708,-0.874,1.217e-07,4.969e-06,"ZBTB25"
"100128890","ENSG00000215374",7.669,7.586,7.627,1.41,1.238e-07,5.032e-06,"FAM66B"
"537","ENSG00000071553",10.819,10.777,10.798,-0.518,1.252e-07,5.075e-06,"ATP6AP1"
"140831","ENSG00000132801",7.68,7.956,7.818,0.989,1.282e-07,5.185e-06,"ZSWIM3"
"155054","ENSG00000204947",7.808,8.067,7.938,-1.93,1.317e-07,5.291e-06,"ZNF425"
"22895","ENSG00000089169",6.205,6.443,6.324,-0.731,1.387e-07,5.559e-06,"RPH3A"
"3990","ENSG00000166035",7.014,7.19,7.102,-0.949,1.41e-07,5.639e-06,"LIPC"
"83450","ENSG00000171962",7.468,7.612,7.54,2.175,1.476e-07,5.889e-06,"DRC3"
"10794","ENSG00000197714",6.868,6.885,6.876,0.645,1.487e-07,5.919e-06,"ZNF460"
"6432","ENSG00000115875",9.856,9.865,9.86,-1.273,1.49e-07,5.919e-06,"SRSF7"
"389641","ENSG00000246582",7.077,7.023,7.05,0.699,1.527e-07,6.054e-06,"AC100861.1"
"101927292","ENSG00000257771",6.435,6.444,6.439,-0.534,1.538e-07,6.082e-06,"LINC02395"
"2767","ENSG00000088256",11.026,10.778,10.902,-1.113,1.545e-07,6.097e-06,"GNA11"
"610","ENSG00000099822",7.385,7.175,7.28,-0.629,1.609e-07,6.335e-06,"HCN2"
"1317","ENSG00000136868",10.405,10.027,10.216,1.38,1.684e-07,6.616e-06,"SLC31A1"
"94081","ENSG00000164466",9.702,9.819,9.76,0.849,1.718e-07,6.734e-06,"SFXN1"
"10087","ENSG00000113163",11.101,10.73,10.915,-0.473,1.735e-07,6.785e-06,"COL4A3BP"
"6332","ENSG00000136546",12.716,11.397,12.056,0.572,1.759e-07,6.863e-06,"SCN7A"
"10464","ENSG00000083535",8.916,8.8,8.858,0.815,1.827e-07,7.112e-06,"PIBF1"
"55248","ENSG00000065600",7.585,7.823,7.704,1.162,1.834e-07,7.126e-06,"TMEM206"
"26519","ENSG00000134809",8.233,8.175,8.204,-0.963,1.855e-07,7.192e-06,"TIMM10"
"3660","ENSG00000168310",9.782,9.529,9.655,2.592,1.87e-07,7.232e-06,"IRF2"
"100526694","ENSG00000251349",8.674,8.622,8.648,0.546,1.88e-07,7.254e-06,"MSANTD3-TMEFF1"
"11333","ENSG00000106244",10.967,11.024,10.996,-0.77,1.923e-07,7.406e-06,"PDAP1"
"83903","ENSG00000177602",6.83,6.74,6.785,1.093,1.987e-07,7.637e-06,"HASPIN"
"29952","ENSG00000176978",11.081,10.903,10.992,1.324,2.008e-07,7.697e-06,"DPP7"
"342096","ENSG00000159289",6.303,6.294,6.299,-0.548,2.072e-07,7.926e-06,"GOLGA6A"
"682","ENSG00000172270",12.855,12.796,12.826,-1.389,2.162e-07,8.237e-06,"BSG"
"6233","ENSG00000143947",12.958,12.907,12.932,0.781,2.202e-07,8.369e-06,"RPS27A"
"51320","ENSG00000176624",9.946,10.018,9.982,-0.902,2.215e-07,8.403e-06,"MEX3C"
"64780","ENSG00000135596",10.687,10.298,10.492,0.609,2.249e-07,8.511e-06,"MICAL1"
"100506385","ENSG00000234380",7.013,6.952,6.982,2.184,2.283e-07,8.622e-06,"LINC01426"
"150568","ENSG00000235597",6.381,6.364,6.373,-0.764,2.377e-07,8.908e-06,"LINC01102"
"23235","ENSG00000170145",11.839,11.581,11.71,-2.452,2.379e-07,8.908e-06,"SIK2"
"54890","ENSG00000091542",10.763,10.773,10.768,0.434,2.414e-07,9.02e-06,"ALKBH5"
"80115","ENSG00000128298",6.997,6.905,6.951,-2.201,2.586e-07,9.613e-06,"BAIAP2L2"
"5784","ENSG00000152104",11.613,11.591,11.602,-1.126,2.604e-07,9.648e-06,"PTPN14"
"284191","ENSG00000230709",6.349,6.318,6.334,1.463,2.795e-07,1.029e-05,"AC104024.1"
"503693","ENSG00000205791",6.993,7.137,7.065,0.76,2.794e-07,1.029e-05,"LOH12CR2"
"116064","ENSG00000163428",10.233,10.082,10.158,3.193,3.062e-07,1.12e-05,"LRRC58"
"221710","ENSG00000224531",8.846,8.455,8.65,-1.438,3.172e-07,1.158e-05,"SMIM13"
"476","ENSG00000163399",12.887,12.485,12.686,-2.081,3.226e-07,1.173e-05,"ATP1A1"
"1958","ENSG00000120738",9.158,9.927,9.542,0.663,3.268e-07,1.186e-05,"EGR1"
"7086","ENSG00000163931",11.94,12.55,12.245,0.833,3.389e-07,1.222e-05,"TKT"
"5514","ENSG00000204569",10.013,10.196,10.104,1.413,3.395e-07,1.222e-05,"PPP1R10"
"53822","ENSG00000221946",6.264,6.345,6.304,-1.025,3.38e-07,1.222e-05,"FXYD7"
"7020","ENSG00000137203",7.067,7.675,7.371,0.907,3.57e-07,1.28e-05,"TFAP2A"
"6164","ENSG00000109475",12.55,12.458,12.504,-1.507,3.75e-07,1.341e-05,"RPL34"
"5810","ENSG00000113456",10.501,9.801,10.151,0.897,3.804e-07,1.356e-05,"RAD1"
"55714","ENSG00000218336",7.935,8.31,8.122,0.959,3.882e-07,1.38e-05,"TENM3"
"114798","ENSG00000178235",6.533,6.387,6.46,0.411,3.975e-07,1.408e-05,"SLITRK1"
"9985","ENSG00000100918",7.123,7.146,7.134,2.381,4.059e-07,1.435e-05,"REC8"
"339977","ENSG00000188993",7.202,7.035,7.118,-1.362,4.074e-07,1.437e-05,"LRRC66"
"29953","ENSG00000072657",10.391,10.567,10.479,-0.703,4.198e-07,1.469e-05,"TRHDE"
"5445","ENSG00000105854",10.411,10.337,10.374,0.798,4.232e-07,1.475e-05,"PON2"
"115727","ENSG00000171777",6.332,6.378,6.355,1.117,4.23e-07,1.475e-05,"RASGRP4"
"64418","ENSG00000146802",9.557,9.714,9.635,-0.891,4.437e-07,1.544e-05,"TMEM168"
"55904","ENSG00000005483",10.955,10.941,10.948,0.942,4.748e-07,1.648e-05,"KMT2E"
"22904","ENSG00000064932",10.444,10.205,10.325,0.479,4.762e-07,1.65e-05,"SBNO2"
"100133091","ENSG00000205485",7.151,7.376,7.263,0.624,4.868e-07,1.683e-05,"AC004980.1"
"5239","ENSG00000154330",11.17,11.344,11.257,0.616,4.964e-07,1.712e-05,"PGM5"
"3298","ENSG00000025156",8.466,8.657,8.561,0.618,4.969e-07,1.712e-05,"HSF2"
"1857","ENSG00000161202",11.464,11.441,11.452,0.481,5.085e-07,1.745e-05,"DVL3"
"1827","ENSG00000159200",11.997,10.65,11.323,0.799,5.165e-07,1.769e-05,"RCAN1"
"84166","ENSG00000140853",9.133,8.995,9.064,-1.042,5.198e-07,1.777e-05,"NLRC5"
"9666","ENSG00000198919",9.627,9.836,9.731,-1.111,5.557e-07,1.892e-05,"DZIP3"
"64773","ENSG00000132635",9.463,9.498,9.481,-1.348,5.706e-07,1.939e-05,"PCED1A"
"85365","ENSG00000119523",10.026,9.681,9.853,-1.062,5.79e-07,1.955e-05,"ALG2"
"152404","ENSG00000144847",6.241,6.331,6.286,0.539,5.797e-07,1.955e-05,"IGSF11"
"64745","ENSG00000165792",9.131,9.316,9.223,-0.888,5.783e-07,1.955e-05,"METTL17"
"166647","ENSG00000152990",9.218,9.915,9.566,-0.763,5.865e-07,1.97e-05,"ADGRA3"
"9465","ENSG00000118507",7.988,7.54,7.764,0.514,5.986e-07,2.007e-05,"AKAP7"
"493861","ENSG00000255150",7.184,7.045,7.114,-0.898,6.083e-07,2.036e-05,"EID3"
"55667","ENSG00000137145",10.701,10.59,10.645,-0.59,6.094e-07,2.036e-05,"DENND4C"
"4747","ENSG00000277586",6.879,6.782,6.83,-1.386,6.206e-07,2.062e-05,"NEFL"
"652968","ENSG00000239282",7.876,7.64,7.758,1.115,6.209e-07,2.062e-05,"CASTOR1"
"728752","ENSG00000267309",7.07,7.064,7.067,-1.443,6.194e-07,2.062e-05,"AC092295.2"
"27143","ENSG00000107719",6.884,6.772,6.828,0.656,6.653e-07,2.201e-05,"PALD1"
"51497","ENSG00000101158",9.915,9.921,9.918,1.24,6.722e-07,2.22e-05,"NELFCD"
"643650","ENSG00000285294",7.501,7.136,7.318,-1.466,6.774e-07,2.233e-05,"LINC00842"
"5947","ENSG00000114115",6.689,7.018,6.853,0.783,7.052e-07,2.32e-05,"RBP1"
"2079","ENSG00000100632",10.113,10.232,10.172,1.043,7.077e-07,2.324e-05,"ERH"
"5581","ENSG00000171132",8.52,9.42,8.97,-0.864,7.37e-07,2.416e-05,"PRKCE"
"56944","ENSG00000116774",12.015,11.858,11.937,0.684,7.447e-07,2.437e-05,"OLFML3"
"50999","ENSG00000117500",11.376,11.022,11.199,-0.93,7.58e-07,2.476e-05,"TMED5"
"2296","ENSG00000054598",9.174,9.271,9.223,2.173,7.626e-07,2.486e-05,"FOXC1"
"5793","ENSG00000144724",12.154,11.235,11.695,-0.608,7.768e-07,2.528e-05,"PTPRG"
"10849","ENSG00000117877",7.553,7.445,7.499,-1.373,8.012e-07,2.598e-05,"CD3EAP"
"808","ENSG00000160014",12.429,12.637,12.533,0.904,8.267e-07,2.67e-05,"CALM3"
"84033","ENSG00000154358",8.206,8.761,8.483,-1.114,8.341e-07,2.69e-05,"OBSCN"
"339483","ENSG00000220785",8.575,9.043,8.809,0.947,8.494e-07,2.734e-05,"MTMR9LP"
"29914","ENSG00000120942",8.929,8.428,8.678,-1.32,8.593e-07,2.761e-05,"UBIAD1"
"8538","ENSG00000043039",6.258,6.487,6.372,0.805,8.777e-07,2.814e-05,"BARX2"
"8552","ENSG00000224975",6.879,6.859,6.869,-0.763,8.836e-07,2.828e-05,"INE1"
"1008","ENSG00000040731",7.056,7.74,7.398,0.929,9.214e-07,2.944e-05,"CDH10"
"1556","ENSG00000256612",6.722,6.925,6.824,1.513,9.254e-07,2.952e-05,"CYP2B7P"
"131873","ENSG00000206384",9.989,10.682,10.335,-0.649,9.437e-07,2.999e-05,"COL6A6"
"10579","ENSG00000138162",8.106,8.203,8.155,-0.436,9.515e-07,3.018e-05,"TACC2"
"29950","ENSG00000197019",8.466,8.447,8.457,0.717,9.832e-07,3.113e-05,"SERTAD1"
"84514","ENSG00000167925",9.186,8.849,9.018,0.884,1.014e-06,3.205e-05,"GHDC"
"51094","ENSG00000159346",10.928,10.613,10.77,-0.496,1.026e-06,3.237e-05,"ADIPOR1"
"3039","ENSG00000206172",6.384,6.846,6.615,-1.043,1.042e-06,3.276e-05,"HBA1"
"1767","ENSG00000039139",8.298,8.407,8.353,2.009,1.042e-06,3.276e-05,"DNAH5"
"80111","ENSG00000174640",6.419,6.502,6.46,-0.665,1.1e-06,3.446e-05,"SLCO2A1"
"25901","ENSG00000024862",8.503,8.388,8.446,1.353,1.217e-06,3.786e-05,"CCDC28A"
"5201","ENSG00000113068",9.869,9.869,9.869,-0.619,1.221e-06,3.792e-05,"PFDN1"
"101928274","ENSG00000176834",9.587,9.351,9.469,-0.601,1.23e-06,3.811e-05,"VSIG10"
"6356","ENSG00000172156",8.427,9.299,8.863,-0.93,1.246e-06,3.849e-05,"CCL11"
"57124","ENSG00000174807",13.202,13.952,13.577,0.742,1.245e-06,3.849e-05,"CD248"
"7430","ENSG00000092820",10.751,10.693,10.722,-0.754,1.299e-06,4.004e-05,"EZR"
"84460","ENSG00000166432",7.505,7.605,7.555,0.959,1.31e-06,4.034e-05,"ZMAT1"
"54874","ENSG00000137942",9.614,9.252,9.433,-1.312,1.332e-06,4.084e-05,"FNBP1L"
"10273","ENSG00000103266",10.516,10.396,10.456,0.911,1.334e-06,4.084e-05,"STUB1"
"4499","ENSG00000205364",7.575,6.761,7.168,0.789,1.34e-06,4.097e-05,"MT1M"
"126","ENSG00000248144",7.551,7.329,7.44,0.51,1.431e-06,4.36e-05,"ADH1C"
"29789","ENSG00000138430",10.004,10.158,10.081,2.446,1.44e-06,4.378e-05,"OLA1"
"2877","ENSG00000176153",6.384,6.314,6.349,-2.118,1.456e-06,4.414e-05,"GPX2"
"79817","ENSG00000120162",7.621,6.931,7.276,-0.578,1.463e-06,4.425e-05,"MOB3B"
"9615","ENSG00000119125",6.511,6.542,6.526,1.015,1.478e-06,4.465e-05,"GDA"
"83546","ENSG00000132026",6.356,6.25,6.303,-0.997,1.512e-06,4.551e-05,"RTBDN"
"55585","ENSG00000160714",10.446,10.484,10.465,-0.671,1.533e-06,4.605e-05,"UBE2Q1"
"474343","ENSG00000186787",7.776,7.688,7.732,1.03,1.567e-06,4.702e-05,"SPIN2B"
"125050","ENSG00000283293",6.572,6.873,6.722,-1.98,1.648e-06,4.927e-05,"RN7SK"
"54020","ENSG00000160190",7.435,7.225,7.33,2.007,1.676e-06,4.994e-05,"SLC37A1"
"10333","ENSG00000174130",7.098,7.265,7.181,-0.469,1.701e-06,5.059e-05,"TLR6"
"6354","ENSG00000108688",6.408,6.95,6.679,-1.277,1.731e-06,5.132e-05,"CCL7"
"1486","ENSG00000117151",9.627,9.593,9.61,0.984,1.731e-06,5.132e-05,"CTBS"
"11016","ENSG00000170653",10.436,10.485,10.461,-2.189,1.833e-06,5.425e-05,"ATF7"
"119391","ENSG00000065621",7.381,7.346,7.363,0.839,1.847e-06,5.456e-05,"GSTO2"
"55824","ENSG00000076641",8.553,8.784,8.669,-1.264,1.89e-06,5.573e-05,"PAG1"
"101927487","ENSG00000253103",6.477,6.668,6.573,0.782,1.895e-06,5.579e-05,"LINC01609"
"7045","ENSG00000120708",13.106,13.518,13.312,2.356,1.903e-06,5.593e-05,"TGFBI"
"5763","ENSG00000159335",12.129,11.882,12.006,-0.633,1.907e-06,5.596e-05,"PTMS"
"6676","ENSG00000061656",7.79,7.491,7.64,0.915,1.934e-06,5.665e-05,"SPAG4"
"2185","ENSG00000120899",9.267,8.528,8.897,-0.831,1.958e-06,5.726e-05,"PTK2B"
"401027","ENSG00000187944",6.258,6.472,6.365,0.888,1.961e-06,5.726e-05,"C2orf66"
"8738","ENSG00000169372",8.079,8.151,8.115,-0.431,2.02e-06,5.888e-05,"CRADD"
"440087","ENSG00000179256",6.656,6.672,6.664,2.763,2.039e-06,5.935e-05,"SMCO3"
"23452","ENSG00000136859",12.176,13.038,12.607,-0.709,2.077e-06,6.024e-05,"ANGPTL2"
"10409","ENSG00000176788",12.327,12.393,12.36,0.721,2.083e-06,6.033e-05,"BASP1"
"79602","ENSG00000006831",10.377,10.129,10.253,1.778,2.151e-06,6.22e-05,"ADIPOR2"
"5775","ENSG00000088179",8.459,8.911,8.685,-2.418,2.166e-06,6.252e-05,"PTPN4"
"3841","ENSG00000196911",8.822,9.055,8.938,1.348,2.195e-06,6.325e-05,"KPNA5"
"4696","ENSG00000170906",8.978,9.094,9.036,1.124,2.224e-06,6.398e-05,"NDUFA3"
"11171","ENSG00000023734",11.192,10.914,11.053,0.586,2.268e-06,6.515e-05,"STRAP"
"152815","ENSG00000174796",8.518,8.695,8.607,-1.687,2.278e-06,6.532e-05,"THAP6"
"84885","ENSG00000160446",8.967,8.333,8.65,1.165,2.287e-06,6.547e-05,"ZDHHC12"
"10113","ENSG00000138073",11.274,10.223,10.749,1.47,2.306e-06,6.572e-05,"PREB"
"122046","ENSG00000175664",6.469,6.359,6.414,0.823,2.307e-06,6.572e-05,"TEX26"
"79054","ENSG00000144481",6.398,6.383,6.39,1.989,2.326e-06,6.616e-05,"TRPM8"
"9232","ENSG00000164611",7.668,7.708,7.688,0.823,2.425e-06,6.886e-05,"PTTG1"
"5238","ENSG00000013375",10.263,10.669,10.466,-2.214,2.444e-06,6.929e-05,"PGM3"
"80313","ENSG00000148814",8.202,8.551,8.376,-0.566,2.457e-06,6.955e-05,"LRRC27"
"255738","ENSG00000169174",6.422,6.519,6.471,0.88,2.489e-06,7.035e-05,"PCSK9"
"338645","ENSG00000187398",6.292,6.361,6.327,-1.491,2.505e-06,7.058e-05,"LUZP2"
"79937","ENSG00000106714",6.67,6.752,6.711,-1.572,2.517e-06,7.079e-05,"CNTNAP3"
"10762","ENSG00000093000",10.735,10.409,10.572,0.554,2.559e-06,7.186e-05,"NUP50"
"102723324","ENSG00000227355",6.281,6.376,6.328,-1.067,2.648e-06,7.424e-05,"AL359644.1"
"9618","ENSG00000076604",8.442,8.935,8.689,-0.86,2.654e-06,7.43e-05,"TRAF4"
"81554","ENSG00000274523",10.037,9.915,9.976,-1.156,2.673e-06,7.471e-05,"RCC1L"
"7869","ENSG00000012171",10.08,10.704,10.392,-0.85,2.694e-06,7.517e-05,"SEMA3B"
"107985216","ENSG00000272668",7.805,8.4,8.102,1.257,2.704e-06,7.534e-05,"AL590560.1"
"1571","ENSG00000130649",6.924,6.969,6.947,0.708,2.747e-06,7.642e-05,"CYP2E1"
"302","ENSG00000182718",14.927,14.25,14.589,1.365,2.802e-06,7.782e-05,"ANXA2"
"136647","ENSG00000168303",9.113,8.543,8.828,0.641,2.869e-06,7.942e-05,"MPLKIP"
"2113","ENSG00000134954",10.273,10.122,10.197,-0.459,2.892e-06,7.994e-05,"ETS1"
"140862","ENSG00000101230",7.436,7.124,7.28,-1.103,2.979e-06,8.222e-05,"ISM1"
"65009","ENSG00000103034",7.994,8.407,8.2,-0.654,2.987e-06,8.231e-05,"NDRG4"
"9883","ENSG00000196313",10.317,10.073,10.195,0.343,3e-06,8.254e-05,"POM121"
"1459","ENSG00000070770",10.495,10.589,10.542,0.971,3.139e-06,8.623e-05,"CSNK2A2"
"54883","ENSG00000273559",9.104,9.121,9.112,0.518,3.166e-06,8.683e-05,"CWC25"
"116369","ENSG00000112053",6.681,6.626,6.654,0.713,3.196e-06,8.753e-05,"SLC26A8"
"23099","ENSG00000169155",8.791,8.829,8.81,-2.916,3.219e-06,8.803e-05,"ZBTB43"
"9934","ENSG00000174944",7.112,6.703,6.907,1.687,3.265e-06,8.913e-05,"P2RY14"
"10939","ENSG00000141385",10,9.79,9.895,-0.394,3.382e-06,9.204e-05,"AFG3L2"
"163223","ENSG00000196109",6.333,6.31,6.322,-0.909,3.425e-06,9.308e-05,"ZNF676"
"100526772","ENSG00000248592",7.299,7.398,7.349,1.073,3.445e-06,9.348e-05,"TMEM110-MUSTN1"
"84904","ENSG00000137135",7.149,7.142,7.145,-1.418,3.472e-06,9.408e-05,"ARHGEF39"
"11266","ENSG00000081721",8.312,8.519,8.415,-2.608,3.517e-06,9.514e-05,"DUSP12"
"54210","ENSG00000124731",6.303,6.218,6.26,1.101,3.552e-06,9.594e-05,"TREM1"
"81855","ENSG00000107819",11.138,10.936,11.037,3.168,3.572e-06,9.633e-05,"SFXN3"
"106614088","ENSG00000228526",9.157,9.651,9.404,0.522,3.639e-06,9.793e-05,"MIR34AHG"
"10758","ENSG00000056972",9.418,9.21,9.314,0.909,3.642e-06,9.793e-05,"TRAF3IP2"
"100134259","ENSG00000239332",6.801,7.146,6.973,0.584,3.675e-06,9.863e-05,"LINC01119"
"7041","ENSG00000140682",11.192,10.618,10.905,-1.414,3.687e-06,9.867e-05,"TGFB1I1"
"100507308","ENSG00000227954",8.619,8.243,8.431,-1.257,3.716e-06,9.929e-05,"TARID"
"1270","ENSG00000242689",6.653,6.596,6.624,-0.66,3.721e-06,9.929e-05,"CNTF"
"55700","ENSG00000116871",11.621,11.592,11.606,0.624,3.834e-06,0.0001021,"MAP7D1"
"5308","ENSG00000164093",6.629,6.602,6.615,-0.542,3.988e-06,0.0001061,"PITX2"
